Year,Approx_date,Area,City,Author,Title,Language,Ms.,Printer,External_link,Source,Location,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,0,Italy,Siena,Gilio da Siena,[Aritmetica e geometria],Italian,1,,,"Van Egmond (1980), Franci-Toti Rigatelli (1988) in Mathematics from manuscript to print 1300-1600","Siena, Biblioteca Comunale degli Intronati, L. IX, 28","Multiplication tables, recreational problems, companies, algebra, barter, exchange, geometry, false position",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,1,Italy,Milan,Anonymous,L'amaestramento de savere; La raxon dela mesura dele terre,Italian,1,,,Van Egmond (1980),"London, British Library, British Museum, Egerton 853","Operations, fractions, misc problems, false position, rule of three, measurement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,0,Italy,Florence,Anonymous,Libro d'insegnare arismetricha,Italian (Florentin),1,,,"Van Egmond (1980), Franci-Toti Rigatelli (1988) in Mathematics from manuscript to print 1300-1600","Florence, Biblioteca Nazionale Centrale, Fond. Naz. II. III. 198, fols. 2-59","Operations, fractions, business problems, rule of three, recreational problems, measures. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,1,Italy,Florence,Anonymous,Liber de algiebra e almuchabila; Liber geometria,Italian (Florentin),1,,,"Van Egmond (1980), Franci-Toti Rigatelli (1988) in Mathematics from manuscript to print 1300-1601","Florence, Biblioteca Nazionale Centrale, Fond. Naz. II. III. 198, fols. 84-123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,1,Italy,,Anonymous (several hands),Libro delle ragioni d'abaco,Italian,1,,,"Van Egmond (1980), Franci-Toti Rigatelli (1988) in Mathematics from manuscript to print 1300-1600","Florence, Biblioteca Nazionale Centrale, Conv. Sopp. G. 7. 1137","Numeration, operations, fractions, misc. Problems, roots, algebra, calendar, geometry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,1,Spain,Seville?,Anonymous,El Arte del alguarismo / Libro de arismética que es dicho alguarismo,Castilian,1,,,"Caunedo del Potro (2000), Docampo Rey (2009)","Ms. 46 de la Real Colegiata de San Isidoro de León, published in Caunedo del Potro, Betsabé, Córdoba de la Llave, Ricardo (Eds.), 2000. El arte del alguarismo. Un libro castellano de aritmética comercial y de ensayo de moneda del siglo XIV. (Ms. 46 de la Real Colegiato de San Isidoro de León). Junta de Castilla yLeón, Consejeria de Educación y Cultura, Salamanca.","Contents: operations, proportions, rule of three, fractions, practical problems. The text includes an alloying manual titled Libro que ensen_a ensayar qualquier moneda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,1,Italy,Florence,Anonymous,Tratato sopra l'arte della arismetricha / ' A nostro amaestramento vogliamo inchominciare a fare uno trattato sopra l’arte della arismetricha volgarmente chiamata abacho per dare amaestramento a tutti coloro che in essa arte si dilettano',Italian (Florentin),1,,,"Høyrup (2024), Franci (2003), Franci-Toti Rigatelli (1988) in Mathematics from manuscript to print 1300-1600, Van Egmond (1980), published in 'Il Trattato d'algibra', a cura di R. Franci e M. Pancanti, Quaderni del Centro Studi della Matematica Medievale, 18, 1988","Florence, Biblioteca Nazionale Centrale, Fond. Prin. II.V.152","Operations, business problems, false position, recreational problems, algebra. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,1,Italy,Venice,Dardi da Pisa,[Aliabraa argibra]; El modo del trovare le radici quadre,Italian,1,,,"Van Egmond (1980), Van Egmond (1983) The algebra of master Dardi of Pisa, Franci-Toti Rigatelli (1988) in Mathematics from manuscript to print 1300-1600, The BUA, Ms. 'Arizona' was edited by R. Franci, QCSMM, 26, (2001)  ","Città del Vaticano, Biblioteca Apostolica Vaticana, Chigi M. VIII. 170. Copies: Siena I. VII. 17; BMLF, Ash. 1199 (c.1495); BNP, Ms. Hebr. 1029 (1473); Milan, Trivulziana, Ms. 94, fols 1-86; BUA, Ms. ms. I.VII.17 Biblioteca Comunale di Siena, edited by R. Franci, Quaderni del Centro Studi della Matematica Medioevale, 26, (2001)",Radicals and equations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,0,Italy,Bologna,Anonymous,Libro merchatantesche,Italian,1,,,"Van Egmond (1980), Franci (2013) Agibra mochabile: un’algebra della fine del Trecento (Ms.2QqE13 della Biblioteca Comunale di Palermo)","Palermo, Biblioteca Comunale, Qq E 13 (or 2QqE13). Copies: Trivulziana 136; Vat. Lat. 4825; Parma, Biblioteca Palatina, ms. Palatino 312","Multiplication tables, business problems, algebra, geometry, calendar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIV,1,Italy,,Anonymous,[Libro d'abbaco] ,Italian,1,,,Van Egmond (1980),"[lost: described in Giulio Porro (1884), Catalogo dei Codici Manoscritti della Trivulziana] Milan, Biblioteca Trivulziana, Ms. 188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIV_ex,1,Italy,Tuscany?,Anonymous,Libro di conti e mercatanzie',Italian,1,,,"Published in Anonimo. Libro di conti e marcatanzie, a cura di S. Gregori e L. Grugnetti, Università di Parma, Parma, 1998","Parma, Biblioteca Palatina, ms. Palatino 312",Ragioni del centonaio e del miglaio   cc. 1v-3r;  Ragioni mercantili varie   cc.3v-6r;  Ragioni ricreative  cc-6r-10v;  Rotti cc. 10v-13r; Recare in parte c.13;  Ragioni di fiorini cc.14r-15v;  Prima positione  cc.15r-16v; Le 2 positioni  cc. 17r-21v ; Compagnie cc. 20v-24r; Ragioni degli arienti e oro  cc. 24v-31v;   Baratti cc. 32r-34r;    Recare a uno dì cc. 34v-39v; Meritare e scontare a capodanno  cc.40v-43r;  Le regole e gli esempi della Gibra mocabile  cc. 52 v-59r;  Geometria cc. 52v-58v;  2 ragioni di merito cc. 59r-61r.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIV_ex,1,Italy,,Anonymous,Abbacus fragment,Italian,1,,,Van Egmond (1980),"Siena, Biblioteca Comunale degli Intronati, L. VI. 47, III",Misc business and geometrical problems. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIV_ex,1,Italy,,Anonymous,Raxoni d'abagho molto utili; Le regolle dela geomatria versibelle,Italian,1,,,Van Egmond (1980),"Bologna, Biblioteca Universitaria. Ms. 1 XI",A collection of random abacus problems followed by a practical geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Spain,,Anonymous,De Arismetica,Spanish,1,,,"Caunedo del Potro (2003) De Arismetica. Un manual de aritmética para mercaderes, Docampo Rey (2009)","Real Academia Espan_ola, Ms. 155, ff. 144r-164r",Mostly devoted to operations with fractions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Spain,Valencia?,Anonymous,Commercial arithmetic' (incipit lost),Castilian,1,,,Docampo Rey (2009) A new source for medieval mathematics in the Iberian Peninsula,"Madrid, Biblioteca nacional, Ms 10106. Published in Docampo Rey (2009) A new source for medieval mathematics in the Iberian Peninsula.","Numeration, division with fractions, progressions, rule of three (prices and measures), exchange, buying and selling, companies, barter, alloying.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Italy,,Anonymous,Ragioni della lira; Regole dell'algebre,Italian,1,,,Van Egmond (1980),"Florence, Biblioteca Riccardiana, Ricc 2252, fols. 156-169","Interest rates, alloying, exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Italy,,Anonymous,Regole dell'arzibra,Italian,1,,,"Van Egmond (1980), Franci-Toti Rigatelli and Schneider (1988) in Mathematics from manuscript to print 1300-1600","Florence, Biblioteca Nazionale Centrale, Magl. CI. XI. 120","18 equation types, misc. Problems, radicals, geometry, equations, reference to maestro Antonio da Firenze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Italy,Florence,Anonymous,Alquante ragioni merchatantesche,Italian,1,,,Van Egmond (1980),"Pavia, Biblioteca Universitaria, Aldini 303. Copies: Siena L. VI. 47/I; Palat. 601; Ash. 1308","Misc business problems, recreational problems, geometry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Italy,Genoa,"Anonymous, Fibonacci, Gerardo Cremonese","Fiore de fiori [Fibonacci, Liber abaci chapter 14]. Ps-Gerardo Cremonese, Algiebra e almucabala. Libro de numeri quadrati; Quistione di proporsione [Fibonacci, Liber abaci chapter 15, part I]. [P. de R. da Genova], Tractatus super practicha geometrie",Italian,1,,,Van Egmond (1980),"Città del Vaticano, Biblioteca Apostolica Vaticana, Urb. Lat. 291","Radicals, misc abacus problems, algebra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,Italy,Venice,"Anonymous, Maestro Nicheletto (author of the zibaldone di matematica)",Zibaldone mercantile; Zibaldone di mathematica; Algune raxion,Italian (Venetian),1,,,Van Egmond (1980),"Bergamo, Biblioteca Civica Angelo Mai, MA 334","Parts on astronomy/atrology, navigation, medicine, business problems, calendar, a so-called book of Aristotle, portolan. The second section deals with tariffs, weights and measures, and portolani. The third section (Maestro Nicheletto) deals with algebra, geometry, calendars. The last session is a collection of misc problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,1,Italy,,Anonymous (several hands),Zibaldone di problemi aritmetici,Italian,1,,,Van Egmond (1980),"Bologna, Biblioteca Universitaria, Ms. 1228","Mathematical and geometrical problems. Calendar, recreational problems, algebra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,1,Italy,Milan?,Anonymous,Arte giamata arismeticha,Italian,1,,,"Van Egmond (1980), published in Arte Giamata Aresmetica: un_antologia dal codice N.III.53 della Biblioteca nazionale di Torino. Anonimo maestro lombardo; with an introduction by Maria Teresa Rivolo (Siena: Servizio editoriale dell_Università di Siena, 1983), pp. II–XIII, Petrocchi, A (2016), “Mercantile Arithmetic in Renaissance Italy: a Translation and Study of a Vernacular Abbaco Work”. In Cerae: An Australasian Journal of Medieval and Early Modern Studies, 2016: 3","Turin, Biblioteca Nazionale, N. III. 53. Published in Arte Giamata Aresmetica: un_antologia dal codice N.III.53 della Biblioteca nazionale di Torino. Anonimo maestro lombardo; with an introduction by Maria Teresa Rivolo (Siena: Servizio editoriale dell_Università di Siena, 1983), pp. II–XIII","Numeration, proof of nine, fractions, operations with fractions, rule of three, exchange, perfect numbers, companies, barter, interest rates, alloying, rule of false and double false position, roots, recreational problems, algebra, weights and measures, calendar. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,1,Italy,Rome,Anonymous,Libro d'abacho,Italian,1,,,Van Egmond (1980),"Florence, Biblioteca Nazionale Centrale, Magl. CI. XI. 74","Business problems, geometry, recreationsl problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,1,Italy,Pisa?,Anonymous,Libro manuale',Italian,1,,,"Galoppini (2019) Ti mostrerò simiglanti ragioni: un ‘libro-manuale’ quattrocentesco per l’arte della mercatura, appartenuto ai Rosselmini di Pisa, conservato nella Biblioteca Arcivescovile ‘Cardinale Pietro Maffi’","Pisa, Biblioteca Arcivescovile “Cardinale Pietro Maffi”, Ms. 41.38 (ex Ms. 41.1). See N. Caturegli, Codici e manoscritti della Biblioteca arcivescovile “Cardinale Maffi”, in «Bollettino
Storico Pisano», XXXI-XXXII (1962-1963), p. 221.","Galoppini (2019), p. 134: 'si riportano una serie di problemi di matematica e geometria a carattere pratico (cc. 1r-106r), si elencano le gabelle, le mercanzie e i cambi monetari che correvano sulle piazze di Genova (cc. 107r-112r), Venezia (cc. 112r-114v), Ancona (c. 114v), Firenze (cc. 115r-116v) e Pisa (cc. 116v-117r), seguite da quelle di Sardegna, Roma, Napoli con Gaeta, Messina, Sicilia, Tunisi, Bologna, Milano, Verona, Monferrato, Brescia, Lucca, Siena (cc. 117r-121r). Sono ricordati poi i luoghi oltremontani, mediterranei e orientali quali Avignone, Montpellier, Barcellona, Valenza, Siviglia, Maiorca, Parigi, Bruges, Londra, Alessandria d’Egitto, Damasco, Cipro, Costantinopoli, il Regno di Granada, La Lemia, probabilmente Laodicea in Siria (cc. 121v-131v). Seguono alcune pagine dedicate alle «fiere di paesi», dove ampio spazio è riservato alla durata dei pagamenti delle lettere di cambio, cioè ai «tempi delle lettere del cambio per ogni parte» (cc. 131v-133v). Concludono le carte relative alle varie «leghe di monete», d’oro e d’argento, dei centri sopra ricordati e anche di come «si lavorano più arienti in più paezi» (cc. 134r-135v), segue di diversa mano un problema relativo a tre mercanti che acquistano «argento vivo», cioè mercurio (cc. 135v-136r)4. Infine, nell’ultima carta leggiamo, in carattere corsivo, la cinquecentesca nota di possesso: «Questo libro è d’Andrea d’Adovardo Rossermini cittadino pisano habitante im Pisa» (136v). Il volumetto, infatti, risulta provenire dal lascito ereditario dell’antica famiglia pisana dei Rosselmini'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,1,Italy,,Anonymous,[Zibaldone di aritmetica],Italian,1,,,Van Egmond (1980),"Oxford, Bodleian Library, Canon. Ital. 188","Misc problems, algebra, radicals, geometry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,1,Italy,Genoa,Jacopo da Firenze,Tractatus algorismi,Italian,1,,,Van Egmond (1980),"Milan, Biblioteca Trivulziana, Ms. 90, fols i-64","Operations, business problems, measurement, alloying",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,1,Italy,Venice,Anonymous,Libro d'algune regole; Raxiom de le mercadantie,Italian (Venetian),1,,,Van Egmond (1980),"Venice, Biblioteca Nazionale Marciana, Ital. IV. 497","Libro d'algune regole: Tariffs, Multiplication tables, list of Jewish months, lunar tables, payments, spices, geometry, Pythagorean sphere (wiht mention to an Apolonius Cesari). Raxiom: Fractions, rule of three, weights, business problems, geometrical problems, algebra ('açerba')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,1,Italy,Siena,Tomasso dala Gazaja (Tommaso della Gazzaia),Libro d'abaco / Liber geometriae,Italian,1,,,"Van Egmond (1980), Franci (2011) The coins in the Abacus treatise by Tommaso della Gazzaia","Siena, Biblioteca Comunale degli Intronati, C. III. 23 (V: fols. 136r-287)","Misc business problems, practical geometry, measurement, tariff, alloying, lunar tables, easter tables, calendar, scemi [schemi] del 60 by Paolo dell'Abbaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,1,Italy,Genoa,Anonymous,Abbacus fragment,Italian,1,,,Van Egmond (1980),"Siena, Biblioteca Comunale degli Intronati, L. VI. 47, V","Misc business problems, tariff on payments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,0,Italy,Pistoia,Anonymous,Arte dell'anbacho,Italian,1,,,Van Egmond (1980),"Florence, Biblioteca Nazionale Centrale, Baldovinetti 39","Operations, business problems, fractions, recreational problems, geometry, algebra, roots, interest rates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,1,Italy,Venice,Anonymous,Raxoni,Italian (Venetian),1,,,Van Egmond (1980),"Florence, Biblioteca Mediceo-Laurenziana. Ash 1055 (986)","Multiplication tables, basic operations, fractions, measures, business problems, roots, rule of false position, algebra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV_in,1,Italy,,Anonymous,Libro d'abaco,Italian,1,,,Van Egmond (1980),"Milan, Biblioteca Trivulziana, Ms. 136","Multiplication tables, contents, business problems, algebra, geometry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV_in,1,Italy,Como,Bernardino de Faliva,Opera de far de rasone,Italian,1,,,Van Egmond (1980),"Bologna, Biblioteca Universitaria, Ms. 2780","Basic operations, fractions, rule of three, business problems, rule of double false position, measurement, radicals 'secondo lo philosopho maistro Leonardo da Cremona'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,1,Italy,,Anonymous (Marliani Giovanni?),Arte giamata arismeticha / Trattato di aritmetica e geometria,Italian,1,,,"Van Egmond (1980), Ulivi, La matematica dell’abaco in Italia: scuole, maestri, trattati fra XIII e XVI secolo","Genoa, Biblioteca Universitaria, A. II. 39, fols. 2r-67v. Copy: Turin, N. III. 53","Operations, rule of three, business problems, false position, misc problems, roots, multiplication tables, measurement. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,0,Italy,Florence,Giovanni di Lucha dell'abacho,Libro sopra arismetricha,Italian,1,,,"Van Egmond (1980), Smith (1908), Schärlig (2010)","New York, Columbia University Library, Plimpton 172. Copies: Plimpton 192; Plimpton 195/I","Tables, business problems, fractions, measurement problems, astronomy, roots. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,0,France,Paris,Rollandus / Roland l'Ecrivain,Scientia de numero ac virtute numeri,Latin,1,,,"Schärlig (2010), Smith (1908), Van Egmond (1988) in Mathematics from manuscript to print, Thérèse Charmasson, 'Larithmetique' de Roland l'Ecrivain et le 'Quadripartitum numerorum' de Jean de Murs, Revue d'histoire des sciences, 31 (1978), pp. 173-176","New York, Columbia University, ms. Plimpton 173",Thérèse Charmasson argues that this text is almost a copy of Jean de Murs' Quadripartitum numerorum. Van Egmond (1988) says that Jean de Murs appears to be the only French intellectual who was aware of Fibonacci’s work (quoting a study on this).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,0,Italy,Venice,Anonymous,Alchune Ragione,Italian,1,,,"Van Egmond (1980), Høyrup (2024)","Città del Vaticano, Biblioteca Apostolica Vaticana, Vat. Lat. 10488","Misc business and recreational problems, geometry, algebra, alloying",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,1,Italy,,Anonymous,Abbacus fragment,Italian,1,,,Van Egmond (1980),"Florence, Biblioteca Nazionale Centrale, Fond. Naz. II. III. 198, fols. 60-83",Misc business problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,1,Italy,,Anonymous,Libro d'abbaco,Italian,1,,,Van Egmond (1980),"Florence, Biblioteca Nazionale Centrale, Magl. CI. XI. 77",Misc. abacus problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,1,Italy,,Paolo Petriboni,Libro d’arismetrica,Italian,1,,,"G. Arrighi, “Il Libro d’Arismetrica del Petriboni”, in “Bollettino Storico Pisano”, 1979; Ulivi (2007) Antonio di Giovanni Mazzinghi ed il Petriboni, due abacisti fiorentini del XV secolo",Private collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,0,Italy,,Anonymous,Lo modo da sapere,Italian,1,,,Van Egmond (1980),"Florence, Biblioteca Mediceo-Laurenziana. Ash 354 (274), fols. 1-51","Basic operations, rule of three, business problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,1,Italy,Florence,Anonymous,Facultà dell'arismetria; La regola della luna,Italian,1,,,Van Egmond (1980),"Munich, Bayerische Staatsbibliothek, Cod. Ital. 220. Copy: Ricc. 2374","Numeration, operations, business problems, recreational problems, calendar, astrology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,1,Italy,,Anonymous,Alquante ragioni merchatantesche,Italian,1,,,Van Egmond (1980),"Siena, Biblioteca Comunale degli Intronati, L. VI. 47, I: fols. 1-43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
